recipeId,slug,title,sourceName,visualType,visualConfidence,reviewStatus,status,targetFilename,imagePath,thumbnailPath,imagePrompt
nosalty-reteges-pudingos-gyumolcsos-gofri,reteges-pudingos-gyumolcsos-gofri,Réteges pudingos-gyümölcsös gofri,Nosalty,chia-pudding,high,pending,missing,reteges-pudingos-gyumolcsos-gofri.webp,/assets/recipes/images/reteges-pudingos-gyumolcsos-gofri.webp,/assets/recipes/images/thumbnails/reteges-pudingos-gyumolcsos-gofri.webp,"Recipe title: Réteges pudingos-gyümölcsös gofri. Create a chia pudding breakfast cup with visible tasak csokolades pudingpor, tasak vanilias pudingpor, oszibarackkonzerv, gyumolcs a disziteshez, keszen vasarolt gofri. The dish must read visually as a creamy chia pudding in a small glass or ceramic bowl with fruit topping. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: tasak csokolades pudingpor, tasak vanilias pudingpor, oszibarackkonzerv, gyumolcs a disziteshez, keszen vasarolt gofri. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-retes-almas,retes-almas,Rétes almás,Nosalty,savory-bake,medium,needs-review,generated,retes-almas.webp,/assets/recipes/images/retes-almas.webp,/assets/recipes/images/thumbnails/retes-almas.webp,"Recipe title: Rétes almás. Create a savory baked pastry with visible retesteszta, alma, fahej, zsemlemorzsa. The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: retesteszta, alma, fahej, zsemlemorzsa. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-retes-makos,retes-makos,Rétes mákos,Nosalty,savory-bake,medium,needs-review,generated,retes-makos.webp,/assets/recipes/images/retes-makos.webp,/assets/recipes/images/thumbnails/retes-makos.webp,"Recipe title: Rétes mákos. Create a savory baked pastry with visible retesteszta, mak, mazsola, citromhej. The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: retesteszta, mak, mazsola, citromhej. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ribollita-toszkan-kenyerleves,ribollita-toszkan-kenyerleves,Ribollita toszkán kenyérleves,Nosalty,savory-bake,medium,needs-review,generated,ribollita-toszkan-kenyerleves.webp,/assets/recipes/images/ribollita-toszkan-kenyerleves.webp,/assets/recipes/images/thumbnails/ribollita-toszkan-kenyerleves.webp,"Recipe title: Ribollita toszkán kenyérleves. Create a savory baked pastry with visible feher bab, kelkaposzta, sargarepa, hagyma, paradicsom. The dish must read visually as a savory baked pastry or bread with crisp golden crust. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: feher bab, kelkaposzta, sargarepa, hagyma, paradicsom. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ricotta-piritos-mezzel-es-dioval,ricotta-piritos-mezzel-es-dioval,Ricotta pirítós mézzel és dióval,Nosalty,toast,high,approved,generated,ricotta-piritos-mezzel-es-dioval.webp,/assets/recipes/images/ricotta-piritos-mezzel-es-dioval.webp,/assets/recipes/images/thumbnails/ricotta-piritos-mezzel-es-dioval.webp,"Recipe title: Ricotta pirítós mézzel és dióval. Create an open-faced toast with visible ricotta, toast, mez, dio, gyumolcs. The dish must read visually as artisan toast with clearly visible topping on top. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: ricotta, toast, mez, dio, gyumolcs. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ricottas-torta-barackkal,ricottas-torta-barackkal,Ricottás torta barackkal,Nosalty,cake-slice,medium,pending,missing,ricottas-torta-barackkal.webp,/assets/recipes/images/ricottas-torta-barackkal.webp,/assets/recipes/images/thumbnails/ricottas-torta-barackkal.webp,"Recipe title: Ricottás torta barackkal. Create a plated homemade dessert slice with visible finomliszt, sutopor, vanilias cukor, ricotta, sovany turo. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, sutopor, vanilias cukor, ricotta, sovany turo. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rizses-csokialagut-sutes-nelkul,rizses-csokialagut-sutes-nelkul,Rizses csokialagút sütés nélkül,Nosalty,dessert,low,pending,missing,rizses-csokialagut-sutes-nelkul.webp,/assets/recipes/images/rizses-csokialagut-sutes-nelkul.webp,/assets/recipes/images/thumbnails/rizses-csokialagut-sutes-nelkul.webp,"Recipe title: Rizses csokialagút sütés nélkül. Create a plated homemade family meal with visible etcsokolade, kekszmorzsa, piritott es apritott, koktelcseresznye apritva elhagyhato, vagy rumos kave. The dish must read visually as a plated homemade dessert with clearly defined texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: etcsokolade, kekszmorzsa, piritott es apritott, koktelcseresznye apritva elhagyhato, vagy rumos kave. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rizskoch-maradek-felhasznalas-jegyeben,rizskoch-a-maradek-felhasznalas-jegyeben,Rizskoch (a maradék felhasználás jegyében),Nosalty,omelette,high,pending,missing,rizskoch-a-maradek-felhasznalas-jegyeben.webp,/assets/recipes/images/rizskoch-a-maradek-felhasznalas-jegyeben.webp,/assets/recipes/images/thumbnails/rizskoch-a-maradek-felhasznalas-jegyeben.webp,"Recipe title: Rizskoch (a maradék felhasználás jegyében). Create a plated egg breakfast with visible 40 dkg rizs, vanilias pudingpor, sargabarackbefott. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: 40 dkg rizs, vanilias pudingpor, sargabarackbefott. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rizskoch-vegan-tojasmentes-tejmentes-recept,rizskoch-tej-es-tojasmentesen,Rizskoch tej- és tojásmentesen,Nosalty,plated-main,low,needs-review,generated,rizskoch-tej-es-tojasmentesen.webp,/assets/recipes/images/rizskoch-tej-es-tojasmentesen.webp,/assets/recipes/images/thumbnails/rizskoch-tej-es-tojasmentesen.webp,"Recipe title: Rizskoch tej- és tojásmentesen. Create a plated homemade family meal with visible rizotto rizs, novenyi tej, csicseriborso konzerv aquafaba, citrombol nyert citromhej, teaskanal vaniliaaroma. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: rizotto rizs, novenyi tej, csicseriborso konzerv aquafaba, citrombol nyert citromhej, teaskanal vaniliaaroma. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rocky-road-brownie,rocky-road-brownie,Rocky Road brownie,Nosalty,brownie,high,pending,missing,rocky-road-brownie.webp,/assets/recipes/images/rocky-road-brownie.webp,/assets/recipes/images/thumbnails/rocky-road-brownie.webp,"Recipe title: Rocky Road brownie. Create a neat brownie or blondie square with visible a tepsi kivajazasahoz, etcsokolade, tojas kozepes, finomliszt, self raising flour. The dish must read visually as a square brownie or blondie slice with dense crumb and clean cut edges. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: a tepsi kivajazasahoz, etcsokolade, tojas kozepes, finomliszt, self raising flour. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ropogos-csirkemell-parmezanban-bundazva,ropogos-csirkemell-parmezanban-bundazva,Ropogós csirkemell parmezánban bundázva,Nosalty,roasted-chicken,high,approved,generated,ropogos-csirkemell-parmezanban-bundazva.webp,/assets/recipes/images/ropogos-csirkemell-parmezanban-bundazva.webp,/assets/recipes/images/thumbnails/ropogos-csirkemell-parmezanban-bundazva.webp,"Recipe title: Ropogós csirkemell parmezánban bundázva. Create a chicken main dish with visible csirkemell, parmezan, zsemlemorzsa, fokhagymapor, olaj. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkemell, parmezan, zsemlemorzsa, fokhagymapor, olaj. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ropogos-kacsabor-kinai-modra,ropogos-kacsabor-kinai-modra,Ropogós kacsabőr kínai módra,Nosalty,plated-main,low,needs-review,generated,ropogos-kacsabor-kinai-modra.webp,/assets/recipes/images/ropogos-kacsabor-kinai-modra.webp,/assets/recipes/images/thumbnails/ropogos-kacsabor-kinai-modra.webp,"Recipe title: Ropogós kacsabőr kínai módra. Create a plated homemade family meal with visible egesz kacsa, szojaszosz, mez, otfuszer keverek, gyomber. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: egesz kacsa, szojaszosz, mez, otfuszer keverek, gyomber. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ropogos-magvas-csokis-szelet,ropogos-magvas-csokis-szelet,Ropogós magvas csokis szelet,Nosalty,cake-slice,medium,pending,missing,ropogos-magvas-csokis-szelet.webp,/assets/recipes/images/ropogos-magvas-csokis-szelet.webp,/assets/recipes/images/thumbnails/ropogos-magvas-csokis-szelet.webp,"Recipe title: Ropogós magvas csokis szelet. Create a plated homemade dessert slice with visible kokuszreszelek, zabpehely, lenmag, marek dio, foldimogyoro. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: kokuszreszelek, zabpehely, lenmag, marek dio, foldimogyoro. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-ropogos-malacbor,ropogos-malacbor,Ropogós malacbőr,Nosalty,plated-main,low,needs-review,generated,ropogos-malacbor.webp,/assets/recipes/images/ropogos-malacbor.webp,/assets/recipes/images/thumbnails/ropogos-malacbor.webp,"Recipe title: Ropogós malacbőr. Create a plated homemade family meal with visible malacsult, komeny, sor. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: malacsult, komeny, sor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-roscon-de-reyes,roscon-de-reyes,Roscón de Reyes,Nosalty,pasta,high,pending,missing,roscon-de-reyes.webp,/assets/recipes/images/roscon-de-reyes.webp,/assets/recipes/images/thumbnails/roscon-de-reyes.webp,"Recipe title: Roscón de Reyes. Create a pasta plate with visible finomliszt vagy kenyerliszt, eleszto, narancsviragviz, citrom, narancs. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt vagy kenyerliszt, eleszto, narancsviragviz, citrom, narancs. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-roston-sertesborda,roston-sertesborda,Roston sertésborda,Nosalty,plated-main,low,approved,generated,roston-sertesborda.webp,/assets/recipes/images/roston-sertesborda.webp,/assets/recipes/images/thumbnails/roston-sertesborda.webp,"Recipe title: Roston sertésborda. Create a plated homemade family meal with visible sertesborda, rozmaring. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: sertesborda, rozmaring. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rotkaeppchentorte,rotkappchentorte,Rotkäppchentorte,Nosalty,omelette,high,pending,missing,rotkappchentorte.webp,/assets/recipes/images/rotkappchentorte.webp,/assets/recipes/images/thumbnails/rotkappchentorte.webp,"Recipe title: Rotkäppchentorte. Create a plated egg breakfast with visible vanilias cukor, finomliszt, teaskanal sutopor, teaskanal nutella, meggybefott. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: vanilias cukor, finomliszt, teaskanal sutopor, teaskanal nutella, meggybefott. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-roszti-pizza-kolbasz-mozzarella-paradicsom,rosztipizza,Rösztipizza,Nosalty,omelette,high,needs-review,generated,rosztipizza.webp,/assets/recipes/images/rosztipizza.webp,/assets/recipes/images/thumbnails/rosztipizza.webp,"Recipe title: Rösztipizza. Create a plated egg breakfast with visible burgonya, kaveskanal so, kemenyito vagy liszt, libazsir, paradicsomszosz. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: burgonya, kaveskanal so, kemenyito vagy liszt, libazsir, paradicsomszosz. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rozsepecsenye,rozsepecsenye,Rőzsepecsenye,Nosalty,roasted-chicken,high,needs-review,generated,rozsepecsenye.webp,/assets/recipes/images/rozsepecsenye.webp,/assets/recipes/images/thumbnails/rozsepecsenye.webp,"Recipe title: Rőzsepecsenye. Create a chicken main dish with visible csirkecomb file, kozepes kockakra vagva, paprikak kozepesre vagva, kozepes db paradicsom, cukkini. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkecomb file, kozepes kockakra vagva, paprikak kozepesre vagva, kozepes db paradicsom, cukkini. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-rumos-meggyes-dios-kekszgolyo,rumos-meggyes-dios-kekszgolyo,Rumos meggyes diós kekszgolyó,Nosalty,plated-main,low,pending,missing,rumos-meggyes-dios-kekszgolyo.webp,/assets/recipes/images/rumos-meggyes-dios-kekszgolyo.webp,/assets/recipes/images/thumbnails/rumos-meggyes-dios-kekszgolyo.webp,"Recipe title: Rumos meggyes diós kekszgolyó. Create a plated homemade family meal with visible 20 dkg dio, dkg haztartasi keksz, porcukor, meggyle, 35 40 db. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: 20 dkg dio, dkg haztartasi keksz, porcukor, meggyle, 35 40 db. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sacher-torta,sacher-torta,Sacher torta,Nosalty,cake-slice,medium,needs-review,generated,sacher-torta.webp,/assets/recipes/images/sacher-torta.webp,/assets/recipes/images/thumbnails/sacher-torta.webp,"Recipe title: Sacher torta. Create a plated homemade dessert slice with visible etcsokolade, sargabarack lekvar, fondant. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: etcsokolade, sargabarack lekvar, fondant. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sajtos-borek,sajtos-borek,Sajtos börek,Nosalty,yogurt-bowl,high,needs-review,generated,sajtos-borek.webp,/assets/recipes/images/sajtos-borek.webp,/assets/recipes/images/thumbnails/sajtos-borek.webp,"Recipe title: Sajtos börek. Create a yogurt and muesli breakfast bowl with visible retesteszta, feta sajt, kapor, joghurt. The dish must read visually as a ceramic breakfast bowl with thick yogurt, muesli or granola, and fresh fruit. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: retesteszta, feta sajt, kapor, joghurt. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sajtos-pizza-puffancs,sajtos-pizzapuffancs,Sajtos pizzapuffancs,Nosalty,plated-main,low,needs-review,generated,sajtos-pizzapuffancs.webp,/assets/recipes/images/sajtos-pizzapuffancs.webp,/assets/recipes/images/thumbnails/sajtos-pizzapuffancs.webp,"Recipe title: Sajtos pizzapuffancs. Create a plated homemade family meal with visible finomliszt, kk so, gr instant eleszto, mozzarella reszelt. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, kk so, gr instant eleszto, mozzarella reszelt. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sajtos-rudak-hajas-tesztabol,sajtos-rudak-hajas-tesztabol,Sajtos rudak hájas tésztából,Nosalty,plated-main,low,needs-review,generated,sajtos-rudak-hajas-tesztabol.webp,/assets/recipes/images/sajtos-rudak-hajas-tesztabol.webp,/assets/recipes/images/thumbnails/sajtos-rudak-hajas-tesztabol.webp,"Recipe title: Sajtos rudak hájas tésztából. Create a plated homemade family meal with visible finomliszt, serteshaj, tojassargaja, teaskanal cukor, ecet. The dish must read visually as a plated homemade family meal on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, serteshaj, tojassargaja, teaskanal cukor, ecet. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sajttorta-meggytetovel-gizitol,sajttorta-meggytetovel-gizitol,Sajttorta meggytetővel Gizitől,Nosalty,cheesecake-bar,high,pending,missing,sajttorta-meggytetovel-gizitol.webp,/assets/recipes/images/sajttorta-meggytetovel-gizitol.webp,/assets/recipes/images/thumbnails/sajttorta-meggytetovel-gizitol.webp,"Recipe title: Sajttorta meggytetővel Gizitől. Create a cheesecake square with visible keksz, keksz kakaos, mascarpone, porcukor, vanilias cukor. The dish must read visually as a baked cheesecake square or slice with creamy filling and neat edges. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: keksz, keksz kakaos, mascarpone, porcukor, vanilias cukor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-salata-piritott-kecskesajttal,salata-piritott-kecskesajttal,Saláta pirított kecskesajttal,Nosalty,salad,high,approved,generated,salata-piritott-kecskesajttal.webp,/assets/recipes/images/salata-piritott-kecskesajttal.webp,/assets/recipes/images/thumbnails/salata-piritott-kecskesajttal.webp,"Recipe title: Saláta pirított kecskesajttal. Create a composed salad with visible rukkola, kecskesajt, dio, korte, mezes balzsamecet. The dish must read visually as a fresh composed salad in a bowl or shallow plate with colorful ingredients. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: rukkola, kecskesajt, dio, korte, mezes balzsamecet. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-habos-kocka,sargabarackos-habos-kocka,Sárgabarackos habos kocka,Nosalty,yogurt-bowl,high,pending,missing,sargabarackos-habos-kocka.webp,/assets/recipes/images/sargabarackos-habos-kocka.webp,/assets/recipes/images/thumbnails/sargabarackos-habos-kocka.webp,"Recipe title: Sárgabarackos habos kocka. Create a yogurt and muesli breakfast bowl with visible evokanal finomliszt, sutopor, cukrozatlan kakaopor, habtejszin, joghurt sargabarack izu. The dish must read visually as a ceramic breakfast bowl with thick yogurt, muesli or granola, and fresh fruit. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: evokanal finomliszt, sutopor, cukrozatlan kakaopor, habtejszin, joghurt sargabarack izu. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-muffin,sargabarackos-muffin,Sárgabarackos muffin,Nosalty,omelette,high,pending,missing,sargabarackos-muffin.webp,/assets/recipes/images/sargabarackos-muffin.webp,/assets/recipes/images/thumbnails/sargabarackos-muffin.webp,"Recipe title: Sárgabarackos muffin. Create a plated egg breakfast with visible finomliszt, sutopor, porcukor, vanilias cukor, keshegynyi fahej. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, sutopor, porcukor, vanilias cukor, keshegynyi fahej. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-muffin-ahogy-eniko-kesziti,sargabarackos-muffin-ahogy-eniko-kesziti,Sárgabarackos muffin ahogy Enikő készíti,Nosalty,omelette,high,pending,missing,sargabarackos-muffin-ahogy-eniko-kesziti.webp,/assets/recipes/images/sargabarackos-muffin-ahogy-eniko-kesziti.webp,/assets/recipes/images/thumbnails/sargabarackos-muffin-ahogy-eniko-kesziti.webp,"Recipe title: Sárgabarackos muffin ahogy Enikő készíti. Create a plated egg breakfast with visible finomliszt, teaskanal sutopor, vanilias cukor bourbon, aludttej, sargabarackbefott. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: finomliszt, teaskanal sutopor, vanilias cukor bourbon, aludttej, sargabarackbefott. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-rizsfelfujt,sargabarackos-rizsfelfujt,Sárgabarackos rizsfelfújt,Nosalty,omelette,high,pending,missing,sargabarackos-rizsfelfujt.webp,/assets/recipes/images/sargabarackos-rizsfelfujt.webp,/assets/recipes/images/thumbnails/sargabarackos-rizsfelfujt.webp,"Recipe title: Sárgabarackos rizsfelfújt. Create a plated egg breakfast with visible rizs, vanilias cukor, csapott ek cukor, 2 dl befottleve, porcukor. The dish must read visually as a plated egg-based breakfast dish such as omelette or scrambled eggs. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: rizs, vanilias cukor, csapott ek cukor, 2 dl befottleve, porcukor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-csokis-torta,sargabarackos-csokis-torta,Sárgabarackos-csokis torta,Nosalty,cake-slice,medium,pending,missing,sargabarackos-csokis-torta.webp,/assets/recipes/images/sargabarackos-csokis-torta.webp,/assets/recipes/images/thumbnails/sargabarackos-csokis-torta.webp,"Recipe title: Sárgabarackos-csokis torta. Create a plated homemade dessert slice with visible vanilias cukor, porcukor, finomliszt, tasak csokolades pudingpor, teaskanal sutopor. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: vanilias cukor, porcukor, finomliszt, tasak csokolades pudingpor, teaskanal sutopor. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-malnas-sutemeny,sargabarackos-malnas-sutemeny,Sárgabarackos-málnás sütemény,Nosalty,pasta,high,pending,missing,sargabarackos-malnas-sutemeny.webp,/assets/recipes/images/sargabarackos-malnas-sutemeny.webp,/assets/recipes/images/thumbnails/sargabarackos-malnas-sutemeny.webp,"Recipe title: Sárgabarackos-málnás sütemény. Create a pasta plate with visible kicsi helyettesitheto retestesztaval, 2 ek vaj, sargabarackbefott 2 evokanal, kimagozva es felnegyelve, malna. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: kicsi helyettesitheto retestesztaval, 2 ek vaj, sargabarackbefott 2 evokanal, kimagozva es felnegyelve, malna. No text, no watermark, no logo, no brand packaging, no people, no hands."
nosalty-sargabarackos-turos-torta,sargabarackos-turos-torta,Sárgabarackos-túrós torta,Nosalty,cake-slice,medium,pending,missing,sargabarackos-turos-torta.webp,/assets/recipes/images/sargabarackos-turos-torta.webp,/assets/recipes/images/thumbnails/sargabarackos-turos-torta.webp,"Recipe title: Sárgabarackos-túrós torta. Create a plated homemade dessert slice with visible margarin, finomliszt, kk sutopor, habtejszin, tehenturo. The dish must read visually as a plated slice or piece of homemade dessert with visible layers or texture. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: margarin, finomliszt, kk sutopor, habtejszin, tehenturo. No text, no watermark, no logo, no brand packaging, no people, no hands."
